album_id,title,release_date,album_type
ALB176010,Keep Focused Study Music,2015-04-15,album
ALB919848,Suddenly in Fashion,2020-06-30,album
ALB262327,Sindrome di Tôret,2017-10-06,album
ALB193222,Educazione sabauda,2016-01-08,album
ALB622806,Iodegradabile,2019-10-25,album
ALB427259,Sulla riva del fiume,2025-02-13,album
ALB599218,"Non è il mio genere, il genere umano",2014-06-24,album
ALB469685,Grazie ma no grazie,2025-02-12,single
ALB982607,DeBÍ TiRAR MáS FOToS,2025-01-05,album
ALB976435,Funk Shui Project,2014-05-01,album
ALB315922,La depressione è un periodo dell'anno,2020-11-12,single
ALB115957,Pornostalgia,2022-05-05,album
ALB210807,Faber Nostrum,2019-04-26,album
ALB864361,L'effetto sbagliato,2018-07-06,single
ALB203790,Frecciarossa,2023-09-15,single
ALB437503,Tutti Manifesti,2019-07-12,album
ALB763430,Justin (Deluxe Version),2016-04-15,album
ALB637670,Algoritmo (feat. Shaggy) (with Don Joe),2020-04-30,single
ALB219194,100 Campane 100 Canzoni,2008-10-14,album
ALB229139,LA BELLAVITA,2025-03-28,album
ALB294139,SXM,1994-01-14,album
ALB107215,NEXT,2025-05-30,single
ALB786026,Mantra,2014-05-23,album
ALB347849,Post Scripta,2011-11-11,album
ALB243668,Son of the South,1986-05-01,album
ALB900734,Beats From The Lido,2018-08-17,compilation
ALB866416,Bloody Mary (feat. PUGNI & Fudasca),2024-07-05,single
ALB518552,Picasso,2023-05-26,single
ALB201928,Down the Rabbit Hole,2014-12-02,album
ALB331950,That's Them,1997-01-01,album
ALB910385,Dead poets,2016-12-20,album
ALB903560,Elevate,2018-12-28,album
ALB129072,Curre curre guagliò,1993-06-12,album
ALB947801,Corto circuito,1998-01-01,album
ALB360392,Curre Curre Guagliò 2.0,2014-03-25,album
ALB956721,Cattivi guagliuni,2011-11-03,album
ALB953957,La vida que vendrà,2000-06-12,album
ALB367645,Comanda La Gang,2021-04-02,single
ALB144332,Cerco tiempo,1997-06-12,album
ALB213075,Na.99.10,2012-06-12,compilation
ALB799264,Nero Su Bianco,2021-05-25,single
ALB599655,NO REGULAR MUSIC (Deluxe),2024-07-12,album
ALB671987,Soundboy,2011-09-20,album
ALB684094,Purple Haze,2017-03-17,album
ALB147463,Facciamo le 9,2016-09-23,single
ALB114227,"Entics Television, Vol. 3",2014-06-17,album
ALB717731,Love & Pride,2025-06-06,compilation
ALB676350,I giovani non sanno,2018-02-02,single
ALB284114,Piove,2024-10-11,single
ALB719322,Sfera Ebbasta,2016-09-09,album
ALB398561,No Don,2017-07-17,single
ALB597346,Passatempo,2025-05-16,single
ALB579082,Carpe Diem,2012-11-06,album
ALB902092,Sirena,2018-06-08,single
ALB174245,Madreperla,2023-01-13,album
ALB831821,Che Bello Essere Noi,2010-01-01,album
ALB253588,Cover,2018-04-06,single
ALB355446,Sto bene,2018-11-01,single
ALB542659,SANTANA MONEY GANG,2025-04-10,album
ALB103371,The Heist,2012-10-09,album
ALB879618,Authentics,2021-11-05,album
ALB531617,Sole a mezzanotte,2019-02-14,single
ALB894023,Tropico Del Capricorno,2025-01-10,album
ALB318531,MUSICA ETERNA,2024-11-29,album
ALB601423,Ritorno Al Futuro / Back To The Future,2022-05-05,album
ALB391888,Wicked Game,2019-02-01,single
ALB555534,BRAVA GENTE,2023-06-02,album
ALB962404,Re Mida,2019-03-01,album
ALB581195,Dio Ci Deve Delle Spiegazioni,2009-01-01,album
ALB313721,V,2021-09-16,album
ALB834318,Parole,2004-01-01,album
ALB391319,DOWN AGAIN (feat. Glocky),2023-11-17,single
ALB752999,Giù,2022-07-01,album
ALB263099,NOSTALGIA (export),2024-02-23,album
ALB814438,L'ora d'aria,2008-01-11,album
ALB328902,Pi li Picciotti,2019-09-18,album
ALB209877,"Ganyan ba dapat mag-workout, maem?",2025-06-18,compilation
ALB479569,DRILL SZN,2024-03-15,single
ALB362043,Clandestino,1998-10-06,album
ALB815793,Niente Panico,2024-10-11,single
ALB521429,LOCURA,2024-11-26,album
ALB379292,Emozioni,1970-01-01,album
ALB473303,Nella fossa,2014-04-03,single
ALB637483,TIME IS IN YOUR FAVOR,2025-05-25,album
ALB411412,Il corpo umano VOL. 1,2025-01-30,album
ALB175132,Poco di Buono,2008-03-31,album
ALB613126,Melomane,2024-12-31,album
ALB761342,England Made Me [25th Anniversary Edition],2023-11-17,album
ALB266201,Free the Universe,2013-04-15,album
ALB904974,MĀYĀ,2024-07-05,album
ALB730173,VERA BADDIE,2024-06-27,album
ALB572952,Champagne e spine,2010-01-01,album
ALB606184,Montagne russe,2020-06-05,album
ALB891037,LA BELLAVITA,2025-03-28,album
ALB707847,Il mio lato peggiore,2025-05-16,album
ALB468104,La rabbia non ti basta,2024-02-07,single
ALB480399,Sangue,2024-03-22,album
ALB374474,Next Big Thing,2022-04-15,album
ALB649848,San Junipero,2025-04-18,single
ALB389182,Bubble Gum (버블검),2025-06-06,single
ALB585348,Formato XXL,2021-01-29,single
ALB625976,IO NON SAREI,2025-06-13,album
ALB877372,Ma che Hit,2023-02-24,single
ALB130194,Così Leggera,2021-10-22,single
ALB986816,TooMuch,2021-06-25,single
ALB166359,Bloody Mary,2023-09-29,single
ALB185242,Mayday,2020-10-09,single
ALB227271,Amsa,2019-11-29,single
ALB206368,Gemelli,2020-06-18,album
ALB503149,Come Uccidere Un Usignolo,2017-06-02,album
ALB860380,No Hooks,2016-09-21,single
ALB374796,68 (Till The End),2019-04-05,album
ALB336306,Come Uccidere Un Usignolo (67 Edition),2017-11-03,album
ALB225100,IO NON HO PAURA,2023-05-04,album
ALB522090,Fenomeno,2016-11-08,single
ALB497238,"Red Bull 64 Bars, The Album",2021-05-27,compilation
ALB132917,68,2018-09-07,album
ALB243912,Tutto bene,2016-09-29,single
ALB363731,Vita Vera Mixtape,2020-06-05,album
ALB112794,Gemelli (ascendente Milano),2021-05-20,album
ALB195870,Venere,2016-09-29,single
ALB621717,BLOCCO 181 – ORIGINAL SOUNDTRACK,2022-05-27,album
ALB286611,La Pelle Del Puma,2018-02-16,single
ALB766436,Going Hard 2,2021-09-02,album
ALB494875,Partizan,2019-06-20,single
ALB292387,Hellvisback,2016-02-05,album
ALB139422,LOCURA,2024-11-26,album
ALB460252,20139,2019-08-23,album
ALB222816,Cos'è l'amore (feat. Franco Califano),2019-09-20,single
ALB995132,Thori & Rocce,2011-01-01,album
ALB389070,MILANO SOPRANO,2021-07-09,album
ALB295608,F.A.K.E.,2019-03-15,single
ALB526807,SPACCATO,2020-05-14,single
ALB863041,DON DADA,2023-04-13,album
ALB763686,Ora O Mai Più,2015-05-05,album
ALB746519,"Hikikomori (feat. Niky Savage, Emis Killa)",2024-11-01,single
ALB190236,"Istinto Animale (feat. Guè, Annalisa, Ernia)",2024-05-10,single
ALB292868,Jingle Bell Trap (feat. Boro Boro) [Version I],2019-12-19,single
ALB525072,The Road to Diamond and Platinum,2019-07-05,album
ALB395038,Sweeping The Nation - Volumes 1 & 2,2006-10-03,album
ALB349381,True Story,2004-07-15,album
ALB268860,Colpa Delle Favole,2019-04-05,album
ALB244919,Fragile - Nesliving Vol. 2,2009-11-13,album
ALB486941,Maldito,2017-12-08,single
ALB817721,Home,2004-09-01,album
ALB387307,Ego,2003-05-01,album
ALB962887,Andrà Tutto Bene,2015-02-12,album
ALB206473,"Voglio di + (Nesliving, Vol.3)",2013-04-23,album
ALB794414,Le Verita' Nascoste,2007-01-01,album
ALB321855,L'Amore E' Qui,2010-01-01,album
ALB932134,Vengo In Pace,2019-03-22,album
ALB452693,Immaginazione,2019-05-16,album
ALB908167,Nesliving Vol. 4 - Il seme cattivo,2023-03-10,album
ALB963514,Spirito Libero,2008-11-21,compilation
ALB506363,DeBÍ TiRAR MáS FOToS,2025-01-05,album
ALB101865,Home (Remastered Version),2004-01-01,album
ALB176458,ann[ego],2022-12-02,single
ALB607690,Nella fossa,2014-04-03,single
ALB328215,Trafficante,2022-09-22,single
ALB354396,KETY,2019-10-18,album
ALB692638,Nesliving Vol. 1,2009-05-20,album
ALB334186,Kill Karma (La Mente E' Un' Arma...),2017-02-10,album
ALB869166,Portami al mare,2024-07-12,single
ALB128053,Viva La Vita,2018-06-08,single
ALB360711,"NOI, LORO, GLI ALTRI",2021-11-19,album
ALB147401,BATTITO,2025-02-12,single
ALB320526,SANTANA MONEY GANG,2025-04-10,album
ALB162003,Nesli Park,2007-01-01,single
ALB969192,SIRIO,2022-04-07,album
ALB767182,Turbe Giovanili,2002-01-01,album
ALB289701,Oceani e tsunami,2025-01-17,single
ALB368355,Non é una bugia,2024-05-03,single
ALB370250,Guarda come flexo,2017-09-20,single
ALB572807,Arte,2019-09-11,album
ALB659526,Piano Piano Way,2017-12-15,single
ALB545829,Facendo Faccende,2023-05-25,album
ALB908507,Me lo sento,2017-08-04,single
ALB119748,HARDER (feat. Low-Red),2025-01-31,single
ALB693557,BlaBlaBla,2022-02-18,single
ALB980911,SKUSKU (feat. Pyrex),2021-07-01,single
ALB787374,Come se fosse normale,2017-04-07,single
ALB156878,Caldo,2020-07-02,album
ALB162395,BINGO,2019-02-15,single
ALB468480,Demone,2021-04-01,single
ALB388302,PULL UP,2021-11-11,single
ALB243928,GUARDA COME FL3XO,2024-05-17,single
ALB997268,Il Passo (feat. Samurai Jay),2020-04-23,single
ALB299443,Arcobaleno,2019-05-03,single
ALB641241,Esse Type Beat,2025-03-21,single
ALB479371,Pochi Pochi,2023-01-26,single
ALB898852,PLAYER DEL SECOLO (feat. Guè),2025-04-04,single
ALB912112,MI FAI IMPAZZIRE,2021-06-17,single
ALB447496,CUORI SPEZZATI,2024-07-05,single
ALB347865,Bandito,2022-12-09,single
ALB473472,#SI (feat. Tony Effe),2022-03-25,single
ALB572981,Leave The Light On,2004-09-06,album
ALB586107,Vp Drive 1,2024-05-31,album
ALB506861,CONNESSIONI,2024-10-04,single
ALB678302,Lento RMX (with Lola Indigo),2020-06-30,single
ALB703047,Idas e Vindas,2021-08-13,single
ALB458954,Mambo Salentino,2019-06-07,single
ALB300603,Storytelling Therapy,2021-09-29,single
ALB737203,Clapback Freestyle,2021-11-19,single
ALB653020,NIGHTCRAWLERS,2022-10-27,album
ALB336292,Focus (feat. Seth Gueko),2023-09-14,single
ALB373858,Minha Missão,2021-01-28,single
ALB567736,Yo Soy el Primero,2017-03-03,single
ALB576116,Regardez moi,2017-11-24,album
ALB635494,Lungolinea.,2018-06-29,album
ALB325313,Banzai (Lato blu),2020-06-26,album
ALB876305,Banzai (Lato arancio),2021-06-04,album
ALB381892,2004,2016-10-21,single
ALB308824,Banzai,2022-04-25,album
ALB881446,Undamento 01,2016-06-28,single
ALB553628,Storia Breve,2022-06-10,single
ALB348352,LOCURA (Jam),2025-06-04,album
ALB346952,Istantanea,2020-04-07,single
ALB358914,House Party,2022-11-03,album
ALB374177,Chic Nisello,2017-01-25,album
ALB698254,Telechronic,2023-05-26,album
ALB871325,X2VR,2023-11-17,album
ALB903727,Display,2021-12-12,single
ALB840575,Butterfly Effect,2018-01-26,album
ALB701240,Butterfly Effect 2.0,2018-09-21,album
ALB864377,Petrichor,2021-02-12,album
ALB443206,Carillon,2015-12-18,single
ALB927488,Pianeta di Miller,2024-03-01,album
ALB482352,Supereroe,2016-06-27,single
ALB302408,Tutto quello che ho,2016-04-29,single
ALB404357,Ti amo ma,2016-05-07,single
ALB518324,Take the Rainbow Train,2023-06-30,album
ALB508041,DUE ALTALENE,2024-02-07,single
ALB287898,La somma (feat. Martina Attili),2019-05-17,single
ALB174840,Grazie a me,2016-05-07,single
ALB642769,LA FINE DEL MONDO,2023-05-12,single
ALB948347,UN MILIONE DI NOTTI,2023-10-20,single
ALB527419,FRAGILE,2022-03-18,album
ALB241956,ODIO A LA LUNA,2025-03-07,single
ALB718485,Songs The Beatles Wrote,2009-07-01,compilation
ALB224464,The Way You Do (feat. Valentina Tioli),2016-05-07,single
ALB741965,SANTANA MONEY GANG,2025-04-10,album
ALB120850,SINCERO (feat. Alfa),2022-05-20,single
ALB737987,FLOW,2023-01-27,album
ALB761977,First Rain,2025-04-08,album
ALB615613,Blaze Of Glory,1990-01-01,album
ALB997150,Acid Rap,2013-04-30,album
ALB944614,Mr. Typo Track #1,2025-03-03,album
ALB983688,EP1,2015-12-15,single
ALB155051,Nightmares That Surface from a Shallow Sleep,2006-01-01,album
ALB542686,The Message,2012-02-24,album
ALB632413,Madchild Banned in America EP,2011-02-15,single
ALB984739,Scatola Nera,2019-09-19,album
ALB989506,Davide,2018-04-20,album
ALB454795,Nonostante Tutto,2016-01-22,album
ALB951301,Senza Di Me,2018-12-21,single
ALB936303,Dire Straits,1978-10-07,album
ALB456807,Ragazzi madre (1 Year Anniversary),2017-12-15,album
ALB214717,Kepler,2014-05-27,album
ALB723407,QVC8 – Singles,2018-12-28,single
ALB217540,Gigante Gemitaiz,2024-09-21,single
ALB250335,QVC 10 - Quello Che Vi Consiglio Vol. 10,2023-12-14,album
ALB369226,QVC9 - QUELLO CHE VI CONSIGLIO VOL. 9,2020-11-06,album
ALB273923,fuorilegge,2025-02-12,single
ALB646139,Eclissi,2022-05-12,album
ALB212728,"Detto, Fatto.",2012-11-30,album
ALB565434,Vero,2015-06-23,album
ALB580111,MM Vol. 2,2016-11-11,album
ALB565953,QVC Collection,2018-03-30,album
ALB957480,Il mio lato peggiore,2025-05-16,album
ALB700512,MĀYĀ,2024-07-05,album
ALB106661,Mercury - Acts 1 & 2,2022-07-01,album
ALB937107,Enemy,2018-04-13,album
ALB652027,Guerra E Pace,2013-01-01,album
ALB643668,È FINITA LA PACE,2024-12-13,album
ALB473055,SANTANA MONEY GANG,2025-04-10,album
ALB927595,Nocturnal,2012-12-11,album
ALB725158,L'Unico Compromesso,2013-05-28,album
ALB249310,CVLT - HELLRAISERS,2024-05-17,album
ALB811285,"Nonostante Tutto (Inediti, Rarità, Live E Remix)",2016-11-04,album
ALB172225,Persona,2019-10-31,album
ALB838214,Malammore,2016-07-15,album
ALB509353,Autodistruzione,2016-07-04,album
ALB443518,Veleno 9,2021-12-17,single
ALB653584,Hustle Mixtape,2022-06-03,album
ALB564778,The Globe,2022-11-03,album
ALB251167,Ghetto Guetta,2013-01-01,single
ALB764711,Regionali,2021-10-22,single
ALB464820,BLUE TAPE,2024-04-05,album
ALB897878,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB955888,Fenomeno,2017-04-07,album
ALB155635,LA PROSSIMA VOLTA (64 Bars),2021-05-05,single
ALB832565,Bottiglie Vuote (feat. Max Pezzali),2025-04-11,single
ALB187404,TRENCHES BABY,2023-03-10,album
ALB848160,Planet Pit (Deluxe Version),2011-06-17,album
ALB531352,LOCURA,2024-11-26,album
ALB366885,DISSING GEMITAIZ,2024-11-08,single
ALB434329,TUTTA VITA,2024-10-25,album
ALB606501,Pose,2024-09-27,single
ALB576889,"Il mio sfogo, Pt. 2 (Re-Edit) Episodio II",2018-07-01,single
ALB563215,Tradimento 10 Anni - Reloaded,2016-06-10,album
ALB140380,Requiem,2015-01-12,album
ALB840802,Cosa resterà degli anni 80,1989-02-07,album
ALB259331,Affare Romano Zero,2014-02-14,album
ALB845975,Disconnect,2016-02-26,single
ALB782244,"Watch Me (Whip, Nae Nae, Yeet) - Single",2015-03-06,single
ALB756238,Universal Soldier,2002-01-01,album
ALB211977,PETER PARKER FREESTYLE,2025-03-19,single
ALB304132,Demon Days,2005-05-23,album
ALB716687,Re Mida,2019-03-01,album
ALB122061,Before I Forget,2012-10-26,album
ALB167946,Machete Mixtape Gold Edition,2015-10-30,compilation
ALB650087,Black Panther The Album Music From And Inspired By,2018-02-09,album
ALB550540,Summer Workout 2024,2024-08-01,compilation
ALB756459,Kepler (Gold Edition),2014-11-25,album
ALB572454,Temporale,2017-12-22,album
ALB948462,LA BELLAVITA,2025-03-28,album
ALB217615,64 BARRE IN FACCIA (Red Bull 64 Bars),2024-09-05,single
ALB938740,FERITE,2024-05-03,album
ALB220120,MM Vol. 4,2021-11-12,album
ALB375654,Pour l'amour,2018-06-22,album
ALB981287,Bianco/Gospel,2020-07-30,single
ALB626885,DE PUTA MADRE 2,2024-10-04,single
ALB364374,RANCH,2025-05-09,album
ALB449470,Profumo,2019-04-23,single
ALB820715,I've Tried Everything But Therapy (Part 1),2023-09-15,album
ALB132904,In auto alle 6:00 (feat. Lazza),2025-05-02,single
ALB265003,Coldharbour Selections Part 29,2012-09-03,compilation
ALB718204,COME SE NULLA FOSSE (feat. Pablo CT1),2022-03-16,single
ALB653810,Hybrid Theory (Bonus Edition),2000-10-24,album
ALB473117,UTOPIA,2023-07-28,album
ALB917806,Anxiety,2025-03-05,single
ALB716692,Come Dancing with the Kinks (The Best of the Kinks 1977-1986),1986-06-01,compilation
ALB684074,Want You,2016-07-22,single
ALB857590,Playlist,2018-11-09,album
ALB305848,Lotus,2025-06-06,album
ALB169944,Luga Pandemic,2023-01-01,single
ALB896816,The Ascent,2013-03-29,album
ALB971095,BlackJack,2010-02-21,album
ALB622280,FDTCK - Red Bull Posse,2024-07-26,single
ALB495024,Nuovo Nuovo,2007-02-16,album
ALB864432,BV2,2015-03-06,album
ALB379719,FACILE,2022-02-14,album
ALB137554,ELO,2020-05-21,album
ALB931908,Kanaglia,2018-07-06,album
ALB673982,ELO OVERTIME,2021-03-19,album
ALB679729,Drip,2019-05-31,single
ALB502460,GOBLIN,2024-11-08,album
ALB394171,Dio perdona io no,2019-10-25,album
ALB793146,Nove Chiamate,2023-01-13,album
ALB335749,DE PUTA MADRE 3,2024-10-11,single
ALB645018,JANNIK SIPPER,2024-12-19,single
ALB984632,Candy (feat. Snappy Jit),2016-06-24,single
ALB843216,FERITE,2024-05-03,album
ALB768704,Ambara$,2016-04-08,album
ALB188994,Battiti,2022-06-09,single
ALB900210,Prova del 9 (feat. Tony Boy),2023-12-08,single
ALB214071,Mr. Komparema,2023-11-10,single
ALB862185,DIO LO SA,2024-06-07,album
ALB353140,Spotify Singles,2019-04-17,single
ALB285353,BLA o CAP (feat. Low-Red),2025-06-06,single
ALB395938,T'as vu,2007-05-28,album
ALB300541,Giorni Nel Blocco,2022-09-08,single
ALB516371,Tarantelle,2019-05-03,album
ALB720239,Stále Sme To My,2020-12-14,album
ALB425664,SANTANA MONEY GANG,2025-04-10,album
ALB712949,Junkie Spiderman,2024-03-14,single
ALB791263,Sfera Ebbasta,2016-09-09,album
ALB713406,MM Vol. 2,2016-11-11,album
ALB891642,Last Bonus Track,2022-02-25,single
ALB819818,Toto D'favela,2024-01-03,single
ALB735994,Che io ci aiuti,2020-07-24,album
ALB651067,Tropico Del Capricorno,2025-01-10,album
ALB797612,Tutti i Nomi del Diavolo,2024-11-01,album
ALB655207,Down On The Beat,2023-08-24,single
ALB866839,Santeria,2016-06-24,album
ALB906846,EMO BOY,2023-08-25,single
ALB243127,Trap de calle,2025-06-06,compilation
ALB853822,The View,2017-07-21,single
ALB510321,BV3,2020-10-02,album
ALB390028,BV2,2015-03-06,album
ALB241473,SERENATA,2025-05-30,single
ALB316279,Duet (Deluxe Edition),2014-10-14,compilation
ALB681545,North of Loreto,2019-05-24,album
ALB249196,Machete Mixtape Gold Edition,2015-10-30,compilation
ALB959255,This Is Elodie,2020-05-12,album
ALB608413,FORBIDDEN MEMORIES,2025-01-03,album
ALB870802,Dedalo (remake),2019-12-02,album
ALB656112,LONEWOLF,2024-05-30,album
ALB887270,17,2020-09-18,album
ALB533835,Stonehenge,2023-05-12,single
ALB251570,Hybrid Theory (Bonus Edition),2000-10-24,album
ALB997065,Il tempo cura,2024-08-23,single
ALB393999,Going Hard 3,2024-12-06,album
ALB281650,Umile (Deluxe),2023-10-20,album
ALB637513,Umile,2023-07-07,album
ALB651280,I Nomi del Diavolo,2024-03-01,album
ALB569191,Going Hard 2,2021-09-02,album
ALB725167,NOSTALGIA (export),2024-02-23,album
ALB195990,Wet (feat. Glocky),2025-01-24,single
ALB868360,SEMPRE PIÙ UP,2025-04-04,single
ALB679763,Routine,2019-12-06,single
ALB100157,Mademoiselle,2025-02-14,single
ALB213409,Everybody Loves Ice Prince,2011-10-09,album
ALB280825,Non C'è Futuro,2019-06-07,single
ALB839415,Emozioni,2022-04-15,single
ALB245940,Going Hard,2020-10-16,album
ALB530504,The Leaks,2015-05-26,album
ALB531435,SANTANA MONEY GANG,2025-04-10,album
ALB236313,Suite,2019-03-22,single
ALB922472,Too Clean,2025-06-13,album
ALB685692,Quarto di Bue,2023-05-11,album
ALB515835,Bieber Fever,2024-05-30,album
ALB872212,Fratello,2019-10-25,single
ALB669685,1999,2020-02-21,single
ALB163611,EP 5/6 (feat. Tony Boy),2024-04-05,single
ALB663337,Tony Parenti and His Downtown Boys and His New Orleans Quartet,1999-01-01,album
ALB451256,NELLA TRAPPOLA (Red Bull 64 Bars),2025-06-06,single
ALB388073,MANDEM,2021-10-15,single
ALB683149,Senza Invito,2022-05-13,single
ALB272798,LAX,2008-01-01,album
ALB360165,Rock’n’roll,2023-10-31,single
ALB316079,The World Is Yours 2,2022-05-25,album
ALB443868,Shawty Rxk Too 2,2021-12-11,album
ALB254543,Vincere Adesso,2022-06-17,single
ALB988980,UGK (Underground Kingz),2007-08-07,album
ALB217637,Plata o Plomo,2017-11-17,single
ALB782335,Champagne,2020-01-15,single
ALB254634,Still Taking Risks,2021-05-07,album
ALB615760,Containers,2024-10-10,album
ALB100900,Glocky vs Kiddo,2024-11-06,album
ALB141883,Dangerously In Love,2003-03-10,album
ALB230756,Futuro,2018-12-21,single
ALB435846,Gin & Cassettes,2021-09-17,album
ALB956718,Lontano,2018-09-21,single
ALB855601,Detroit 2 (Deluxe),2022-09-19,album
ALB386438,Tasche Piene,2022-02-25,single
ALB796870,YANG,2020-10-16,album
ALB571184,Milano Angels,2024-09-06,album
ALB848880,Crazy Boy 222,2023-02-22,single
ALB145552,I.L.T.G. (I Love This Game),2015-04-27,single
ALB154580,Mixtape Messiah 3,2007-07-18,album
ALB193343,Rolling 200 Deep,2023-11-03,single
ALB337434,Due Cose,2023-11-09,single
ALB670926,a me mi piace (feat. Manu Chao),2025-05-09,single
ALB478967,Baby Face Killa,2012-09-25,album
ALB218847,We Are Young Money,2009-01-01,album
ALB910432,Bigger Bag,2022-10-21,single
ALB949896,Crescent City Jewels,2024-08-30,album
ALB132429,Street Casted,2023-05-19,single
ALB104416,Street Boy,2022-08-05,single
ALB627898,Skinny,2023-04-05,single
ALB448474,Senza respiro,2007-03-02,album
ALB247313,Predators,2020-05-22,single
ALB333679,CARAS VEMOS (Remix),2020-06-26,single
ALB195792,"stories, dreams, inspirations: for my boy",2024-04-12,album
ALB382642,Comuni Mortali,2025-04-18,album
ALB296535,LA BELLAVITA,2025-03-28,album
ALB651896,Amore vero,2006-01-01,album
ALB197521,Si fa presto a dire... Brusco,2003-09-01,album
ALB633973,Mi accendo (feat. Gemitaiz) - prod. Frenetik&Orang3,2021-02-12,single
ALB263127,Playlist,2018-11-09,album
ALB296687,Fino All'Alba,2011-06-14,album
ALB215602,Quattroemezzo,2009-06-04,album
ALB915537,All In (Compilation),2017-04-14,compilation
ALB511694,Mappamondo,2021-06-11,album
ALB652010,Tutto apposto,2013-05-28,album
ALB483461,Kilimanjaro (ft. Ensi),2022-03-04,single
ALB155963,"Nun te resisto - Brusco, Tormento, 1Drop",2022-07-29,single
ALB934569,Monster,2013-04-09,album
ALB566349,Enemy,2018-04-13,album
ALB813730,Localz Only,2015-06-01,album
ALB689093,La calda notte,2005-08-06,album
ALB233745,Verano Zombie,2007-01-01,album
ALB567903,Non Dormire,2005-01-01,album
ALB572739,Guilty,2010-01-01,album
ALB385134,B.B.C. Project,2011-03-28,single
ALB775214,Monster Reloaded,2014-10-28,album
ALB525038,VIRUS,2022-01-14,album
ALB294836,La Divina Commedia,2023-06-02,album
ALB707903,"Strafatti: The Mixtape, Vol. 4",2022-06-24,album
ALB679713,BLOCCO 181 – ORIGINAL SOUNDTRACK,2022-05-27,album
ALB777009,Volare,2022-05-18,album
ALB572286,Ministero dell'Inferno,2008-03-13,compilation
ALB804207,Guardami adesso (Prod. Sine),2021-05-28,single
ALB988738,GRAN TORINO (Red Bull 64 Bars),2024-02-02,single
ALB670977,Desde Rusia Con Amor,2012-01-01,album
ALB492543,1 Life 2 Live,2015-10-15,album
ALB210455,CVLT,2023-11-03,album
ALB493473,Zero Kills,2014-11-11,album
ALB869962,INNOCENTE (Deluxe Edition),2023-10-13,album
ALB556044,Quello Che La Gente Non Vuole,2009-05-05,album
ALB306685,Pura Vita,2008-08-12,album
ALB726379,Musica per ciechi muti e sordi,2010-01-01,album
ALB627266,Mixtape Messiah 5,2008-11-23,album
ALB634330,Die Hard,2013-07-19,album
ALB704193,I Piu' Corrotti,2010-06-21,album
ALB209433,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB829115,Lotta medievale,2013-07-16,album
ALB472641,Ho Fatto Tardi,2020-07-03,album
ALB353283,Jack uccide,2016-03-18,album
ALB493128,Sedicinoni,2024-04-19,album
ALB470745,MACHETE MIXTAPE 4,2019-07-05,album
ALB704296,V.Ita,2009-10-10,album
ALB403475,Inferno 9,2016-06-10,album
ALB830994,Thank Bax it's Friday,2017-10-06,single
ALB124953,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB655264,Cose dell'Altro Mondo,2012-10-02,album
ALB458573,26.2,2022-01-16,single
ALB289627,MI Fist (2004 Remaster),2003-01-03,album
ALB441316,"When the Smoke Clears: Sixty 6, Sixty 1",2000-06-13,album
ALB938652,"Street Collection, Vol. 2 (2008 Remastered)",2019-10-25,compilation
ALB952336,Su le mani x l'hip hop italiano,2011-01-01,compilation
ALB561341,Politicali Correct,2021-06-01,album
ALB922788,Human Animal,2006-09-26,album
ALB732715,EP 6/6 (feat. Jack The Smoker),2024-10-18,single
ALB399149,F.D.P.,2012-10-17,album
ALB211938,Solitario,2018-06-26,album
ALB566461,fuorilegge,2025-02-12,single
ALB894214,Empatia,2012-05-14,album
ALB916913,Hip Hop Motel,2006-01-01,compilation
ALB810173,Monday To Friday Hip Hop,2017-02-07,compilation
ALB388849,R-Esistenza,2019-11-22,album
ALB957140,Tale e Quale,2012-12-20,album
ALB631667,Total Devastation,1993-12-07,album
ALB174265,"Tristemente Noto, Vol. 2",2011-12-01,album
ALB362832,I.N.R.I.,2011-09-11,album
ALB352529,"The Newkingztape, Vol. 1",2017-11-17,album
ALB189242,Faccio un casino,2017-05-05,album
ALB275634,Niente che non va,2015-09-04,album
ALB859875,Lovebars,2023-09-08,album
ALB240541,Status,2015-02-10,album
ALB421969,È sempre bello,2019-03-29,album
ALB715052,Non erano fiori,2013-06-11,album
ALB241562,QVC Collection,2018-03-30,album
ALB128701,Piangere a 90,2025-05-08,single
ALB642662,Volare,2022-05-18,album
ALB655115,From the Rooftop,2016-12-02,album
ALB620725,Mal di te,2025-01-17,single
ALB360179,piccoli problemi,2023-12-15,album
ALB124109,LA BELLAVITA,2025-03-28,album
ALB411834,Containers,2024-10-10,album
ALB354658,Ti manca l’aria,2025-04-04,single
ALB447946,Fino Al Collo,2012-03-27,album
ALB923998,Undamento 01,2016-06-28,single
ALB748506,Bottiglie Vuote (feat. Max Pezzali),2025-04-11,single
ALB689284,1998,2025-06-13,album
ALB930673,LOYALTY,2021-12-10,album
ALB274556,Senza mani,2012-09-24,single
ALB703903,SANTANA MONEY GANG,2025-04-10,album
ALB966395,Spotify Singles,2020-01-09,single
ALB388175,Guerra fra poveri,2006-11-17,album
ALB760031,From The Rooftop 2,2022-10-14,album
ALB538905,Torcida,2024-05-10,single
ALB794718,SEXY RAVE (feat. Baby Gang),2025-04-11,single
ALB315361,a me mi piace (feat. Manu Chao),2025-05-09,single
ALB494757,Hurry Up Tomorrow,2025-01-31,album
