album_id,title,release_date,album_type
AL001710,Senza Invito,2022-05-13,single
AL001711,LAX,2008-01-01,album
AL001712,Rock’n’roll,2023-10-31,single
AL001713,The World Is Yours 2,2022-05-25,album
AL001714,Shawty Rxk Too 2,2021-12-11,album
AL001715,Vincere Adesso,2022-06-17,single
AL001716,UGK (Underground Kingz),2007-08-07,album
AL001717,Plata o Plomo,2017-11-17,single
AL001718,Champagne,2020-01-15,single
AL001719,Still Taking Risks,2021-05-07,album
AL001720,Glocky vs Kiddo,2024-11-06,album
AL001721,Dangerously In Love,2003-03-10,album
AL001722,Futuro,2018-12-21,single
AL001723,Gin & Cassettes,2021-09-17,album
AL001724,Lontano,2018-09-21,single
AL001725,Detroit 2 (Deluxe),2022-09-19,album
AL001726,Tasche Piene,2022-02-25,single
AL001727,YANG,2020-10-16,album
AL001728,Crazy Boy 222,2023-02-22,single
AL001729,Mixtape Messiah 3,2007-07-18,album
AL001730,Rolling 200 Deep,2023-11-03,single
AL001731,Due Cose,2023-11-09,single
AL001732,Baby Face Killa,2012-09-25,album
AL001733,We Are Young Money,2009-01-01,album
AL001734,Bigger Bag,2022-10-21,single
AL001735,Crescent City Jewels,2024-08-30,album
AL001736,Street Casted,2023-05-19,single
AL001737,Street Boy,2022-08-05,single
AL001738,Skinny,2023-04-05,single
AL001739,Senza respiro,2007-03-02,album
AL001740,Predators,2020-05-22,single
AL001741,CARAS VEMOS (Remix),2020-06-26,single
AL001742,"stories, dreams, inspirations: for my boy",2024-04-12,album
AL001743,Comuni Mortali,2025-04-18,album
AL001744,Amore vero,2006,album
AL001745,Si fa presto a dire... Brusco,2003-09-01,album
AL001746,Mi accendo (feat. Gemitaiz) - prod. Frenetik&Orang3,2021-02-12,single
AL001747,Fino All'Alba,2011-06-14,album
AL001748,Quattroemezzo,2009-06-04,album
AL001749,All In (Compilation),2017-04-14,compilation
AL001750,Mappamondo,2021-06-11,album
AL001751,Tutto apposto,2013-05-28,album
AL001752,Kilimanjaro (ft. Ensi),2022-03-04,single
AL001753,"Nun te resisto - Brusco, Tormento, 1Drop",2022-07-29,single
AL001754,Monster,2013-04-09,album
AL001755,Localz Only,2015-06-01,album
AL001756,B.B.C. Project,2011-03-28,single
AL001757,Monster Reloaded,2014-10-28,album
AL001758,VIRUS,2022-01-14,album
AL001759,"Strafatti: The Mixtape, Vol. 4",2022-06-24,album
AL001760,Volare,2022-05-18,album
AL001761,Ministero dell'Inferno,2008-03-13,compilation
AL001762,Guardami adesso (Prod. Sine),2021-05-28,single
AL001763,GRAN TORINO (Red Bull 64 Bars),2024-02-02,single
AL001764,Desde Rusia Con Amor,2012-01-01,album
AL001765,1 Life 2 Live,2015-10-15,album
AL001766,CVLT,2023-11-03,album
AL001767,INNOCENTE (Deluxe Edition),2023-10-13,album
AL001768,Quello Che La Gente Non Vuole,2009-05-05,album
AL001769,Pura Vita,2008-08-12,album
AL001770,Musica per ciechi muti e sordi,2010,album
AL001771,Mixtape Messiah 5,2008-11-23,album
AL001772,Die Hard,2013-07-19,album
AL001773,I Piu' Corrotti,2010-06-21,album
AL001774,Lotta medievale,2013-07-16,album
AL001775,Ho Fatto Tardi,2020-07-03,album
AL001776,Jack uccide,2016-03-18,album
AL001777,Sedicinoni,2024-04-19,album
AL001778,26.2,2022-01-16,single
AL001779,"When the Smoke Clears: Sixty 6, Sixty 1",2000-06-13,album
AL001780,Su le mani x l'hip hop italiano,2011-01-01,compilation
AL001781,Politicali Correct,2021-06-01,album
AL001782,Human Animal,2006-09-26,album
AL001783,EP 6/6 (feat. Jack The Smoker),2024-10-18,single
AL001784,F.D.P.,2012-10-17,album
AL001785,Solitario,2018-06-26,album
AL001786,Empatia,2012-05-14,album
AL001787,Hip Hop Motel,2006,compilation
AL001788,Monday To Friday Hip Hop,2017-02-07,compilation
AL001789,R-Esistenza,2019-11-22,album
AL001790,Tale e Quale,2012-12-20,album
AL001791,Total Devastation,1993-12-07,album
AL001792,"Tristemente Noto, Vol. 2",2011-12-01,album
AL001793,I.N.R.I.,2011-09-11,album
AL001794,Faccio un casino,2017-05-05,album
AL001795,Niente che non va,2015-09-04,album
AL001796,Lovebars,2023-09-08,album
AL001797,Status,2015-02-10,album
AL001798,È sempre bello,2019-03-29,album
AL001799,Non erano fiori,2013-06-11,album
AL001800,From the Rooftop,2016-12-02,album
AL001801,Mal di te,2025-01-17,single
AL001802,piccoli problemi,2023-12-15,album
AL001803,Ti manca l’aria,2025-04-04,single
AL001804,Fino Al Collo,2012-03-27,album
AL001805,1998,2025-06-13,album
AL001806,LOYALTY,2021-12-10,album
AL001807,Senza mani,2012-09-24,single
AL001808,From The Rooftop 2,2022-10-14,album
AL001809,Torcida,2024-05-10,single
AL001810,SEXY RAVE (feat. Baby Gang),2025-04-11,single
AL001811,TU CON CHI FAI L'AMORE,2025-02-12,single
AL001812,Sorry Mamy,2019-10-21,single
AL001813,Dentro e fuori,2015-06-02,album
AL001814,Gata Only,2024-02-02,single
AL001815,Faccio un casino (TJ Unicorno Remix),2017-12-27,single
AL001816,Non Ci Sto,2019-08-29,single
AL001817,"KRIMINAL (feat. Guè, Gemitaiz & Samurai Jay)",2020-04-09,single
AL001818,"La Mia Parola (feat. Guè, Joshua, Tormento)",2025-02-12,single
AL001819,"Hope (feat. Izi, Joshua)",2024-10-03,single
AL001820,Cuore,2022-06-23,single
AL001821,"Spirito Libero (feat. Guè, Joshua, Tormento)",2025-05-07,single
AL001822,Swan Songs (Collector’s Edition),2011-01-01,album
AL001823,Pimper's Paradise (feat. Tommy Dali),2020-04-14,single
AL001824,TAXI DRIVER,2021-11-30,album
AL001825,The Second Feeling,2008,album
AL001826,Mate y Espíritu,2016-01-22,album
AL001827,Apogeo,2016-01-12,compilation
AL001828,Llena Mi Vida,2019-01-18,single
AL001829,RAP ITALIANO 2010-2020 HITS Vol.1,2022-10-11,compilation
AL001830,Golpes de Realidad,2021-09-17,album
AL001831,Back Home,2018-02-02,album
AL001832,Doppelganger,2015-09-11,album
AL001833,Into the Blues,2007-04-13,album
AL001834,Saviour Machine,2004-01-01,album
AL001835,Soldi in Nero (feat. Sfera Ebbasta),2019-11-28,single
AL001836,Hangman,2018-02-28,single
AL001837,Into the Enchanted Chamber,2005-01-01,album
AL001838,For Honor,2017-02-28,single
AL001839,Good Vibes,2019-10-18,album
AL001840,It's A Beautiful Thing,1999-01-07,album
AL001841,The Madman's Return,1992-01-01,album
AL001842,POLAROID,2023-01-13,single
AL001843,"Rap Game, Vol. 2 (The Takeover) [Frank White Presents the Streets Headbangerz]",2014,compilation
AL001844,Genesis,2017-08-02,album
AL001845,EAULDIE,2023-05-20,single
AL001846,Babywoman,1995-03-21,album
AL001847,Tales of a Madman,2019-08-23,album
AL001848,Happy (Instrumental Version),2022-06-17,album
AL001849,Scusate per il sangue,2014-09-04,album
AL001850,Lovesick,2022-12-02,album
AL001851,Madman,2022-10-21,single
AL001852,Ironman,1996,album
AL001853,Centrum,2013-06-05,album
AL001854,"Tales from the Dale, Ch. 1",2019-02-11,album
AL001855,"The Legalizers: Legalize or Die, Vol. 1",2016-04-15,album
AL001856,Paninaro 2.0,2018-09-21,album
AL001857,"Madman With 2 Chopps, Pt. 2",2015-10-04,album
AL001858,LAVA FREESTYLE,2022-06-09,single
AL001859,Plus de temps à perdre,2025-05-16,album
AL001860,The Top Gun: Lex Lakaiser,2022-11-11,album
AL001861,"The Unforgiven, Vol. 1",1999,album
AL001862,Bob Dylan's Greenwich Village,2011-06-06,compilation
AL001863,INSANO,2024-01-12,album
AL001864,Equality (Instrumental Mix),2014-11-24,single
AL001865,Nonostante Tutto (feat. Elisa),2025-04-10,single
AL001866,Madman 2,2025-05-25,album
AL001867,Doubelievengod,1995,album
AL001868,Scenario (Remixes),1991-09-22,album
AL001869,La Volta Giusta – Red Bull Posse,2025-04-18,single
AL001870,Top,2013,album
AL001871,Possibili Scenari,2017-11-24,album
AL001872,Il Coraggio Impossibile,2013-03-05,album
AL001873,Dragonborn,2018-11-16,album
AL001874,MI PIACE,2024-09-27,album
AL001875,Bataklık,2020-04-14,album
AL001876,Footprints,2021-07-09,single
AL001877,The Black Lodge,2015-06-30,album
AL001878,Upalite za mnom sveće MAC 2023,2023-02-01,single
AL001879,La Bella e la Bestia (Unplugged Version),2015-07-08,single
AL001880,Ragazzi madre,2016-11-11,album
AL001881,Dio c'è (Deluxe Version),2015-05-26,album
AL001882,Achille Idol Immortale,2014-12-17,album
AL001883,Incoscienti Giovani,2025-02-12,single
AL001884,1990,2020-07-24,album
AL001885,1920 - Achille Lauro & The Untouchable Band,2020-12-04,album
AL001886,Amore Disperato,2024-09-20,single
AL001887,1990 (Deluxe Version),2020-07-24,album
AL001888,LAURO (Deluxe Version),2021-04-16,album
AL001889,Young Crazy,2015-04-28,single
AL001890,LAURO,2021-04-16,album
AL001891,Canzoni per la decrescita felice,2025-03-14,album
AL001892,Fragole,2023-05-12,single
AL001893,Banda Kawasaki,2024-06-28,single
AL001894,SOLO NOI,2021-02-19,single
AL001895,STRIPPER,2022-03-04,single
AL001896,DOMENICA,2022-02-02,single
AL001897,Genesi,2013-01-01,compilation
AL001898,Ultimo Piano,2024-06-07,single
AL001899,Nuovi Incubi,2021-09-21,album
AL001900,LAURO - Achille Idol Superstar,2022-02-11,album
AL001901,Stupidi Ragazzi,2023-11-03,single
AL001902,Ice Climbers,2020-09-30,album
AL001903,Che Sarà,2022-11-25,single
AL001904,LOCKED IN,2024-09-26,album
AL001905,FEBBRE DELL'ORO (feat. Ele A),2025-03-19,single
AL001906,Bianco Natale,2014-01-13,single
AL001907,Ascensore per l'inferno (feat. Coez) [Radio Edit],2017-01-27,single
AL001908,"Banda Kawasaki Rmx (feat. Zatla, Ryuk zc, Fandy, Commando, Yambo)",2024-06-26,single
AL001909,apnea da un po'.,2025-04-24,single
AL001910,Dasein Sollen,2016-10-13,album
AL001911,Io In Terra,2017-09-08,album
AL001912,Ossigeno - EP,2018-07-13,single
AL001913,Dove Gli Occhi Non Arrivano,2019-03-22,album
AL001914,Rossetto (Intro),2017-03-16,single
AL001915,Liam Gallagher,2017-11-30,single
AL001916,Non Ho Mai Avuto La Mia Età,2018-10-04,single
AL001917,Aeroplanini di Carta,2016-07-14,single
AL001918,il ritmo delle cose.,2025-02-12,single
AL001919,"odio, quindi sono.",2024-12-05,single
AL001920,thisisme then: the best of common,2007-11-27,compilation
AL001921,SENTIMENTI,2025-06-06,album
AL001922,TAXI DRIVER (MTV Unplugged),2021-09-23,album
AL001923,Come non detto (feat. Ghemon),2012-07-20,single
AL001924,Sole a catinelle - EP,2013-10-31,single
AL001925,20 Exitos Originales,2007-03-13,compilation
AL001926,Lo Spirito Che Suona,2018-10-26,album
AL001927,Buona Pace,2010-05-25,album
AL001928,Heavy Metal,2004,album
AL001929,Fuoco Sacro,2024-03-15,album
AL001930,Sotto assedio,1999-05-21,album
AL001931,Pallottole Sull’Amore (feat. Fabri Fibra),2024-03-01,single
AL001932,Rock' N' Roll,2002,album
AL001933,Meme K Ultra,2022-03-25,album
AL001934,Il tappeto dava un tono all'ambiente,2006-07-15,album
AL001935,DJ Fede Presenta Tutti Dentro... Di Nuovo,2013-05-28,album
AL001936,Fin da bambino,2012-07-03,album
AL001937,Fuoco Sacro (feat. Colle Der Fomento),2024-01-01,single
AL001938,Naturale,2004-01-01,album
AL001939,Parkour (Lato A),2021-10-15,album
AL001940,Resta Vivo,2022-05-27,single
AL001941,Touché,2023-11-07,single
AL001942,Edgar Allan Flow,2024-06-02,album
AL001943,DJ Screw and Screwed Up Click Presents: Screwed For Life,1998-01-01,album
AL001944,La miglior vendetta,2018-11-23,single
AL001945,OUTSIDER,2023-10-10,album
AL001946,Segunda Temporada,2021-06-04,album
AL001947,From Dark to Light,2020-11-01,album
AL001948,CRIMI,2022-05-17,album
AL001949,Bipopular,2018-04-27,album
AL001950,Ain't No Half-Steppin',2018-05-12,album
AL001951,Italiano,2022-05-05,single
AL001952,ESCI DAL TUNNEL,2024-10-18,album
AL001953,PACIETĪBAS MĒRLENTE VOL. 2 : MEŠKO KAPRIČO,2018-11-11,album
AL001954,PrettyBoy - EP,2017-06-05,single
AL001955,Young Siddhartha,2017-05-18,single
AL001956,A Time 2 Kill,2012-04-06,album
AL001957,La légende de Johnny Niuuum,2012-03-16,album
AL001958,NO FAKE LOVE,2025-03-15,single
AL001959,DELINQUENTE,2021-08-27,album
AL001960,May 24th,2019-01-03,single
AL001961,Supercar Gattiger (Main Theme),2017-10-04,single
AL001962,ALBV,2023-03-24,single
AL001963,Cookie Monsta,2017-05-18,single
AL001964,YIN,2019-10-04,single
AL001965,?,2018-03-16,album
AL001966,Rozzi,2019-09-11,single
AL001967,WE DON'T TRUST YOU,2024-03-22,album
AL001968,Genesis EP,2016-03-04,single
AL001969,American Gangster,2007-11-06,album
AL001970,Me & My Brother,2003-09-16,album
AL001971,The Next Rap God 2,2021-11-24,single
AL001972,Sete,2025-04-29,single
AL001973,From Here On Out,2020-12-18,album
AL001974,Centerfold Sickness,2025-02-18,album
AL001975,Ma 6-t va crack-er (Bande originale du film),1997-01-01,compilation
AL001976,<3,2022-12-11,single
AL001977,"Nothing But... Fuego for the Terrace, Vol. 24",2024-09-27,compilation
AL001978,Eu Nem Gosto Tanto Assim de Trap,2020-06-25,album
AL001979,Giovani Wannabe,2022-05-27,single
AL001980,Money Maker Reloaded,2012-12-21,album
AL001981,93 'til Infinity,1993-02-13,album
AL001982,Desierto,2021-04-23,album
AL001983,Late Night,2021-12-12,single
AL001984,KINTSUGI,2024-05-10,album
AL001985,Omnipotenz in D-Moll,2008-01-31,album
AL001986,V per Ventidue,2025-05-09,album
AL001987,Aeternum,2025-02-07,album
AL001988,La Differenza,2019-11-15,album
AL001989,Act 1,2020-07-07,album
AL001990,Mozart: Don Giovanni,1997-01-01,album
AL001991,Revolution,2025-02-04,single
AL001992,Puccini: Gianni Schicchi,2015-03-18,album
AL001993,S.U.N.S.H.I.N.E.,2015-07-16,single
AL001994,XENOVERSO,2022-04-14,album
AL001995,Silenzio,2013-05-07,album
AL001996,La morte di rinquore (14/2/08),2016-07-15,single
AL001997,Non esistono,2014-03-18,single
AL001998,Luce (Tramonti A Nord Est) (feat. La rappresentante di lista),2020-02-05,single
AL001999,Seguime / Remind 2006,2016-06-10,album
AL002000,Elettrico,2011-04-15,album
AL002001,Tengo il respiro,2015,single
AL002002,Acustico,2010-01-01,album
AL002003,Never Die,2023-12-15,album
AL002004,Razza Aliena,2020-05-24,single
AL002005,Il Cuore e la Fame (DIECI - Ten Year Anniversary),2023-10-27,album
AL002006,Dei nuovi animali,2011-10-24,album
AL002007,PEZZO DI FIGA,2020-06-10,single
AL002008,Niente di buono,2020-08-05,single
AL002009,California Roll,2018-11-30,single
AL002010,Il Cielo Della Vergine,1994-12-01,album
AL002011,Chocolate Starfish And The Hot Dog Flavored Water,2000-10-17,album
AL002012,Hera,2021-11-25,single
AL002013,Made In Italy,2004-01-01,album
AL002014,MY LANE,2024-03-01,album
AL002015,Just Joshin,2023-01-01,single
AL002016,Bollicine (Remastered),1983,album
AL002017,Hocus pocus,2010-01-17,album
AL002018,The Dark Album,2016-10-31,album
AL002019,Twins,2017-06-23,album
AL002020,DARK BOYS CLUB,2020-09-04,album
AL002021,Succo Di Zenzero,2016-05-19,album
AL002022,Hyper Sanremo,2025-02-04,single
AL002023,La Mia Vita Rap,2018-12-25,album
AL002024,Trap Lovers (Reloaded),2019-05-24,album
AL002025,Black Mask,2017-12-11,single
AL002026,Fiumi,2017-12-30,album
AL002027,La trap come il PIL,2022-01-07,single
AL002028,"Dobrá Duše, Srdce ze Zlata",2019-12-06,album
AL002029,TARANTINO (Personal 64 Bars),2025-02-07,single
AL002030,THE NOIR SIDE,2025-05-31,album
AL002031,Scienza Doppia H,1998,album
AL002032,Anima E Ghiaccio,2012-02-01,album
AL002033,Adversus,2018-11-16,album
AL002034,Odio Pieno,1997,album
AL002035,Incompatibile (Hip Hop selection),2002-01-01,compilation
AL002036,Bentornati nel paese dei mostri,2003,album
AL002037,Originali,2021-06-03,album
AL002038,Sotto effetto stono,1997-03-10,album
AL002039,La mia coccinella,1994-11-13,single
AL002040,Sotto lo stesso effetto,1999-01-21,album
AL002041,Playlist: Sottotono,2016-11-25,compilation
AL002042,Pensando a te Rap Italiano Game Over,2022-02-11,compilation
AL002043,CUORICINI,2025-02-12,single
AL002044,Ciao Ciao,2022-02-02,single
AL002045,La Cura,2021-12-03,album
AL002046,Goleador (Gold Edition),2019-07-19,album
AL002047,"The Illest, Vol. 3",2023-01-27,album
AL002048,SFIGA,2022-06-17,single
AL002049,Diamanti e fango,2019-11-15,album
AL002050,Io Grido,2011-05-03,album
AL002051,Segnali di fumo,2017-05-03,album
AL002052,Elder's Advice,2024-11-13,single
AL002053,ABC,2021-12-16,single
AL002054,Piccolo principe,2024-01-26,album
AL002055,PRIMA FILA,2022-10-14,album
AL002056,Jenny e la bambola,1974-07-27,album
AL002057,Don't Worry (Best of 2005-2020),2020-12-10,compilation
AL002058,Ajo,2023-07-25,single
AL002059,Luna Lovers,2023-10-06,album
AL002060,Vicarium,2023-04-14,album
AL002061,DAJE ANDRE!!!,2024-12-12,single
AL002062,Anna Pepe,2022-05-27,single
AL002063,The Muppet Cypher,2023-02-12,single
AL002064,Lovesexy,1988-05-10,album
AL002065,Birds In The Trap Sing McKnight,2016-09-16,album
AL002066,sneakz,2024-10-30,single
AL002067,Ho Visto Anche Degli Zingari Felici,2007-03-14,album
AL002068,BALAKLUB - what up,2021-11-18,single
AL002069,LISTA 47,2022-06-16,album
AL002070,Mafia Slime 2,2025-01-17,album
AL002071,Tip Tap,2024-11-29,single
AL002072,Gesù Bambino,2022-10-07,album
AL002073,DEMON THALES,2024-02-29,album
AL002074,Terrorista,2020-08-03,single
AL002075,Per non Morire Mai,2020-03-31,single
AL002076,BIGTEAM BIGDREAM,2025-05-04,single
AL002077,Capra Records Toaster and Dj's Vol. 1,2023-01-25,compilation
AL002078,Genkidama,2017-07-25,album
AL002079,Triste,2019-05-17,album
AL002080,Ubriaco (per davvero),2020-08-06,single
AL002081,Me ne batto r'belin,2020-07-09,single
AL002082,Ragazzi popolari,2020-07-23,single
AL002083,Nella Pancia Della Balena (con The Kolors),2020-05-29,single
AL002084,Canzoni Popolari,2021-02-12,single
AL002085,Zanzare (feat. Jacopo Et),2020-08-20,single
AL002086,Légende Ed. Diamond,2022-11-25,album
AL002087,SPIETATO,2023-05-26,single
AL002088,"COUNCIL ESTATE, VOL. 2",2023-07-07,single
AL002089,Pezzi,2017-12-08,album
AL002090,LA CARA DEL MOVIMIENTO,2025-04-04,album
AL002091,Il giorno dopo (Gli Indimenticabili),1973,album
AL002092,FOMO,2025-06-13,album
AL002093,Scusate,2020-04-30,album
AL002094,Fruit Joint,2018-07-20,album
AL002095,Scusate se esistiamo,2020-05-29,album
AL002096,The Waiter,2017-05-19,album
AL002097,Teoria Del Contrario Mixtape Vol. 3,2025-01-31,album
AL002098,Fruit Joint + Gusto,2019-01-18,album
AL002099,GTA VI (feat. Mattak & Madman) – Prod. Kanesh,2025-01-17,single
AL002100,ANNO ZERO,2021-07-02,single
AL002101,Latte Freestyle,2017-07-14,single
AL002102,Teoria Del Contrario,2016-10-15,album
AL002103,Ultimo piano,2023-12-15,album
AL002104,LUNA NERA,2021-09-24,single
AL002105,FACCE VERE (feat. nayt),2022-03-15,single
AL002106,FAIV,2022-06-03,album
AL002107,Fantino Freestyle,2017-04-06,single
AL002108,Bluetooth Freestyle,2017-04-06,single
AL002109,SANDRO TONALI,2022-04-29,single
AL002110,Ultimo Piano B,2024-07-12,album
AL002111,00,2024-04-03,single
AL002112,Playlist Live,2019-12-06,album
AL002113,Hellvisback Platinum,2016-11-25,album
AL002114,Pippat,2022-05-31,single
AL002115,Midnite (Deluxe Version),2013-04-02,album
AL002116,FLOP,2021-10-01,album
AL002117,Estate dimmerda,2017-07-21,single
AL002118,Death USB,2012-06-30,album
AL002119,S.A.L.M.O. Documentary,2014-06-17,album
AL002120,Rap Italiano Game Over Spring 2024,2024-11-03,compilation
AL002121,Salmos 999,2024-01-01,single
AL002122,I've Tried Everything But Therapy (Part 2),2025-01-24,album
AL002123,In Un Solo Attimo,2018-02-01,album
AL002124,A TE E FAMIGLIA,2023-12-29,single
AL002125,Earth Hotel,2014-10-17,album
AL002126,Daniel 2.21,2023-07-24,single
AL002127,VAMONOS!!!,2023-11-30,single
AL002128,Salmo Unplugged,2023-05-29,album
AL002129,Converse Com Deus,2018-06-06,album
AL002130,Stay Real (Veramente Però),2022-12-23,single
AL002131,GarbAge Evilution,2021-02-12,album
AL002132,Mare Nero,2017-06-06,album
AL002133,Live Herald,2007-01-01,album
AL002134,Lehár: Die lustige Witwe,1994-01-01,album
AL002135,FLUSSI D'INCOSCIENZA,2020-08-21,album
AL002136,X.O. Experience,2001-05-25,album
AL002137,BLO II,2020-11-27,album
AL002138,Parrandero,2013-09-18,album
AL002139,Snake Tongue,2024-07-25,single
AL002140,Free Blank Shots,2010-02-07,album
AL002141,i am the one here,2024-09-20,single
AL002142,The Island Chainsaw Massacre (The Ultimate Reloaded),2014,album
AL002143,PENSIERI SCOMODI (feat. Tony Boy),2025-05-23,single
AL002144,Janvier,2021-05-05,single
AL002145,La Evolucion Musical,2010-11-16,album
AL002146,Maria Antonietta / Torno Domani,2017-03-21,single
AL002147,Brava,2019-04-19,album
AL002148,Amica Pusher,2017-06-06,single
AL002149,Torno Domani - EP,2017-11-03,single
AL002150,Rendez-vous,2020-03-05,single
AL002151,Lama d'argento,2022-06-23,single
AL002152,Fata Morgana (RMX),2020-04-22,single
AL002153,Spezza cuori,2025-01-03,single
AL002154,The Smash Records Story Vol 2,2000-01-01,compilation
AL002155,Maria Antonietta (Re-Edit),2018-03-21,single
AL002156,Acqua su marte,2019-03-29,single
AL002157,Fredda,2017-07-14,single
AL002158,Per quel che ne so,2019-11-22,single
AL002159,Il mio diario (Giorno),2006-01-01,album
AL002160,2 Gocce di vodka,2019-07-26,single
AL002161,Alibi,2007-06-29,album
AL002162,Il mio diario (Notte),2006-01-01,album
AL002163,Non è finita qui,2021-02-26,single
AL002164,Corri,2022-02-25,single
AL002165,Alibi+bonus track,2007-06-29,album
AL002166,Vieni qua,2025-04-18,single
AL002167,"Estate 2019 (Raccolta canzoni estive, canzoni da spiaggia, musica del momento giugno luglio agosto)",2019-06-07,album
AL002168,E' complicato,2021-01-26,single
AL002169,PRIMA DEL PRIMA,2025-02-07,album
AL002170,The Flowering of Love - Beautiful Arias and Sacred Songs of the Baroque,2000-01-01,compilation
AL002171,Misantropo a senso unico,2000-10-13,album
AL002172,Qui è selvaggio,2011-01-01,album
AL002173,Psicotropa,2021-03-05,single
AL002174,C U ☉ R E,2024-11-27,album
AL002175,Tormentoni,2013-07-08,compilation
AL002176,Disco X,2023-06-09,album
AL002177,B-Lady,2009-11-20,album
AL002178,Karmadillo (feat. Caneda & Tormento),2017-06-23,single
AL002179,Alieno,2024-12-06,single
AL002180,Danger,2013-07-16,album
AL002181,GarbAge,2020-03-06,album
AL002182,No Comment,2018-01-12,album
AL002183,Suicidol Post Mortem,2016-06-03,album
AL002184,Lucifero (prod. Yazee),2018-10-24,single
AL002185,Rotten 2,2024-12-06,single
AL002186,Magic boulevard,2019-12-12,album
AL002187,Per un paio di dollari,2024-10-25,single
AL002188,Scappa,2025-04-11,single
AL002189,2.7.0,2020-09-03,album
AL002190,Accepted Eclectic,2001-03-06,album
AL002191,LOVE,2018-09-21,album
AL002192,Auto Blu,2020-03-26,single
AL002193,Mon Fre (feat. Emis Killa),2019-07-19,single
AL002194,Bossoli,2019-09-05,single
AL002195,Routine EP,2020-01-31,album
AL002196,Angels & Demons,2024-12-19,single
AL002197,Syrup,2023-09-14,single
AL002198,Milano Demons,2022-11-25,album
AL002199,Dolce vita,2021-06-11,album
AL002200,Non sto più in zona,2019-10-03,single
AL002201,Motta Shiva Ketta Shiva (Original Motion Picture Soundtrack),2017-05-02,album
AL002202,Dark Love EP,2022-06-24,album
AL002203,MILANO TESTAROSSA (feat. Guè),2024-07-19,single
AL002204,Aston Martin (feat. Headie One),2021-12-17,single
AL002205,Take 1,2020-07-09,single
AL002206,Radar,2019-01-18,single
AL002207,Schiena,2013-01-01,album
AL002208,Tempo anima,2017-01-27,album
AL002209,3/2 - EP,2020-03-06,single
AL002210,Take 3,2021-11-19,single
AL002211,My Vinyl Weighs a Ton,1999,album
AL002212,Jackson-SHIVA,2025-03-19,single
AL002213,"EVERYDAY (feat. Shiva, ANNA, Geolier)",2023-10-13,single
AL002214,Spirito,2017-05-04,single
AL002215,LUCIFERO,2024-09-13,single
AL002216,432 Blessing Time,2016-08-02,album
AL002217,ORION,2019-04-19,album
AL002218,Giuramenti,2022-05-06,album
AL002219,In Piazza,2020-06-17,single
AL002220,Luce in strada,2017-05-05,single
AL002221,Gangsta Grillz: Mvrda Gvng,2023-05-19,album
AL002222,Maha Shivaratri 2021: Sai Young Adults Open,2021-03-11,album
AL002223,Pull Up,2024-09-11,single
AL002224,Eterno (En Vivo),2025-02-01,album
AL002225,Rap de Shiva,2021-06-13,single
AL002226,Tetsuo & Youth,2015-01-20,album
AL002227,Creature 3D,2014-08-16,compilation
AL002228,Fade Away,2014-08-30,single
AL002229,Northside Dep,2022-07-12,album
AL002230,Prima di partire,2003-05-23,album
AL002231,PALABREO DEL FUTURO,2024-08-23,album
AL002232,Suit Kale Me,2019-07-25,album
AL002233,Guai,2019-03-28,single
AL002234,Seven,2018-02-19,single
AL002235,Unpodi (Remix),2016-04-27,single
AL002236,Mozart Nella Giungla,2016-02-17,album
AL002237,La dolce vita,2014-05-30,album
AL002238,Funambola,2007,album
AL002239,Nato nell'acqua,2012-02-17,album
AL002240,Zoe,2016-11-21,single
AL002241,Il cacciatore di draghi,2013-09-10,single
AL002242,70 x 70,2010-01-01,compilation
AL002243,Nevada,2020-02-28,album
AL002244,Diamanti,2017-06-07,single
AL002245,Napoli,2018-06-02,single
AL002246,Piccola tigre,2018-08-03,single
AL002247,Miami,2017-12-15,single
AL002248,Titoli di coda:,2022-11-11,single
AL002249,ASPETTANDO LA BELLA VITA,2023-07-20,album
AL002250,Il piccolo principe,2012-09-01,album
AL002251,Vado al mare,2024-02-14,single
AL002252,Xmatteo,2025-03-28,single
AL002253,Quando la canzone finisce spara!,2018-11-05,single
AL002254,Porno,2019-03-27,single
AL002255,BLACK,2024-11-15,single
AL002256,CANADA,2025-04-15,single
AL002257,Metamorfosi,2021-03-05,album
AL002258,Algebra,2018-12-30,single
AL002259,Giovani per sempre,2019-02-08,album
AL002260,Freddo,2018-02-09,single
AL002261,ALICE,2023-11-24,single
AL002262,Patlamaya Devam,2020-10-02,single
AL002263,"Crookers mixtape: Quello dopo, quello prima",2018-02-23,album
AL002264,MILLENNIUM BUG,2020-06-11,album
AL002265,Lethal Injection,1993-12-07,album
AL002266,Legend,2021-12-21,album
AL002267,Cresciuto Tra i Lupi,2021-05-18,single
AL002268,Piegature,2019-06-27,single
AL002269,Love Sex American Express,2018-06-02,single
AL002270,TOCCA IL CIELO,2025-04-03,album
AL002271,Eden1,2018-09-21,single
AL002272,Belli E Dannati,2018-01-22,single
AL002273,Larepubblica,2020-11-10,single
AL002274,Rimsky-Korsakov: Scheherezade,1999-02-01,album
AL002275,Veleno 8,2019-09-27,single
AL002276,Da Qui in Poi Ci Sono I Draghi,2023-04-21,single
AL002277,Nelle teste degli altri,2023-03-30,album
AL002278,Maschio,2025-05-08,single
AL002279,La Canzone Di Arianna,2019-12-08,single
AL002280,No Rmx,2021-06-19,single
AL002281,A LORENZZA,2024-11-13,album
